DrugID,DrugName,DrugCUI
DB06446,Dotarizine,C0248284
DB08872,Gabapentin enacarbil,C2700226
DB09194,Etoperidone,C0059873
DB11156,Pyrantel,C0034235
DB11699,Tropisetron,C0063322
DB00413,Pramipexole,C0074710
DB01002,Levobupivacaine,C0873118
DB09232,Cilnidipine,C0378675
DB00698,Nitrofurantoin,C0028156
DB00415,Ampicillin,C0002680
DB00713,Oxacillin,C0029983
DB04838,Cyclandelate,C0010525
DB05885,Seletracetam,C1871981
DB08838,Agmatine,C0001814
DB09230,Azelnidipine,C0753287
DB09234,Darodipine,C0112370
DB13835,Caroverine,C0108530
DB14064,Emopamil,C0059080
DB14065,Lomerizine,C0630704
DB00225,Gadodiamide,C0082646
DB13145,Nedaplatin,C0093999
DB01575,Kaolin,C0022499
DB13092,Meclocycline,C0065841
DB12329,Eravacycline,C4045520
DB09103,Ancestim,C0538777
DB00271,Diatrizoate,C0012004
DB00284,Acarbose,C0050393
DB00330,Ethambutol,C0014964
DB00355,Aztreonam,C0004521
DB00548,Azelaic acid,C0052761
DB00558,Zanamivir,C0216660
DB00597,Gadoteridol,C0060930
DB00709,Lamivudine,C0209738
DB00716,Nedocromil,C0068483
DB00733,Pralidoxime,C0071808
DB00743,Gadobenic acid,C0246154
DB00811,Ribavirin,C0035525
DB00828,Fosfomycin,C0016610
DB00894,Testolactone,C0039600
DB00961,Mepivacaine,C0025384
DB00995,Auranofin,C0004320
DB01046,Lubiprostone,C1684405
DB01048,Abacavir,C0663655
DB01133,Tiludronic acid,C0043611
DB01157,Trimetrexate,C0085176
DB01249,Iodixanol,C0063757
DB01428,Oxybenzone,C0069803
DB01550,Fenproporex,C0060194
DB01638,Sorbitol,C0037688
DB04895,Pegaptanib,C1531015
DB05018,Migalastat,C2698220
DB06154,Pentaerythritol tetranitrate,C0030858
DB06186,Ipilimumab,C1367202
DB06402,Telavancin,C1453642
DB06623,Flupirtine,C0060583
DB06637,Dalfampridine,C0000477
DB06705,Gadofosveset trisodium,C1433439
DB06782,Dimercaprol,C0012383
DB06796,Mangafodipir,C0772321
DB06809,Plerixafor,C1955474
DB06823,Tiopronin,C0025405
DB08824,Ioflupane I-123,C1956796
DB08826,Deferiprone,C0043832
DB08840,N-methylnicotinamide,C0068144
DB08894,Peginesatide,C3179929
DB08964,Gemeprost,C0044923
DB09066,Corifollitropin alfa,C2713522
DB09081,Idebenone,C0123163
DB09111,Pentastarch,C2350383
DB09121,Aurothioglucose,C0018033
DB09129,Chromic chloride,C0055617
DB09132,Gadoteric acid,C0771795
DB09133,Iothalamic acid,C0022034
DB09134,Ioversol,C0063828
DB09135,Ioxilan,C0063829
DB09137,Technetium Tc-99m mebrofenin,C0075962
DB09156,Iopromide,C0063817
DB09165,Technetium Tc-99m pyrophosphate,C0085250
DB09210,Piracetam,C0031977
DB09219,Bisoxatin,C3652923
DB09257,Gimeracil,C0535459
DB09264,Idarucizumab,C3885063
DB09268,Picosulfuric acid,C0771269
DB09324,Sulbactam,C0038665
DB09325,Sodium fluoride,C0037508
DB09338,Mersalyl,C0025446
DB09344,Invert sugar,C0063739
DB09357,Dexpanthenol,C0057610
DB09394,Phosphoric acid,C0031700
DB09395,Sodium acetate,C0142785
DB09472,Sodium sulfate,C0074769
DB09488,Acrivastine,C0054340
DB09496,Octinoxate,C0046100
DB09546,Iobenguane sulfate I-123,C2346581
DB11077,Polyethylene glycol 400,C0032478
DB11102,N-acetyltyrosine,C0067794
DB11114,Eucalyptus oil,C0163069
DB11127,Selenious acid,C0074280
DB11135,Selenium,C0036581
DB11136,Chromium,C0008574
DB11145,Oxyquinoline,C0000665
DB11164,Bicisate,C1337344
DB11251,Tocopherol,C3255108
DB11328,Tetradecyl hydrogen sulfate (ester),C2919955
DB11338,Clove oil,C0028906
DB11364,Pidotimod,C0081002
DB11577,Indigotindisulfonic acid,C1322012
DB11989,Benznidazole,C0053230
DB12107,Vaborbactam,C4519317
DB12783,Benserazide,C0005014
DB13156,Inosine pranobex,C0022230
DB13178,Inositol,C0021547
DB13185,Oxabolone cipionate,C2825599
DB13191,Phosphocreatine,C0031634
DB13269,Dichlorobenzyl alcohol,C0057846
DB13873,Fenofibric acid,C0060179
DB13884,Albutrepenonacog alfa,C4084478
DB13909,Bismuth subgallate,C0053790
DB14007,Pentetic acid,C0013254
DB14186,Cinnamyl alcohol,C0055762
DB14528,Chromium gluconate,C3486548
DB14530,Chromous sulfate,C0303210
DB09278,Activated charcoal,C0001275
DB09374,Indocyanine green acid form,C5200995
DB13751,Glycyrrhizic acid,C0061751
DB00491,Miglitol,C0066535
DB15328,Ubrogepant,C4505936
DB12457,Rimegepant,C4519126
DB13125,Lusutrombopag,C4309207
DB02925,Piretanide,C0071132
DB08961,Azosemide,C0052820
DB00390,Digoxin,C0012265
DB00178,Ramipril,C0072973
DB00227,Lovastatin,C0024027
DB14651,Perphenazine enanthate,C0070470
DB00218,Moxifloxacin,C0536495
DB00487,Pefloxacin,C0030771
DB00779,Nalidixic acid,C0027353
DB00817,Rosoxacin,C0073591
DB00827,Cinoxacin,C0008806
DB01044,Gatifloxacin,C0753645
DB01155,Gemifloxacin,C0533545
DB06160,Garenoxacin,C1507354
DB06600,Nemonoxacin,C2742587
DB08972,Flumequine,C0060493
DB11443,Orbifloxacin,C0300903
DB11491,Sarafloxacin,C0050308
DB11511,Difloxacin,C0057993
DB11774,Pazufloxacin,C0175022
DB11892,Prulifloxacin,C0527129
DB13261,Sitafloxacin,C0171447
DB13627,Oxolinic acid,C0030031
DB13772,Rufloxacin,C0073704
DB00592,Piperazine,C0031957
DB00852,Pseudoephedrine,C0033798
DB14509,Lithium carbonate,C0085217
DB00392,Profenamine,C0015042
DB00483,Gallamine triethiodide,C0016972
DB00508,Triflupromazine,C0040989
DB01337,Pancuronium,C0030310
DB01338,Pipecuronium,C0071102
DB11855,Revefenacin,C4519232
DB00450,Droperidol,C0013136
DB09072,Sodium oxybate,C0037537
DB00985,Dimenhydrinate,C0012381
DB04819,Methapyrilene,C0025625
DB12523,Mizolastine,C0171302
DB08960,Hexamethonium,C0062637
DB00956,Hydrocodone,C0020264
DB11979,Elagolix,C2714632
DB04855,Dronedarone,C0766326
DB00690,Flurazepam,C0016375
DB00914,Phenformin,C0031404
DB00169,Cholecalciferol,C0008318
DB00737,Meclizine,C0025039
DB00792,Tripelennamine,C0041090
DB11638,Artenimol,C2828299
DB01096,Oxamniquine,C0029994
DB01562,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,C4305702
DB05990,Obeticholic acid,C1143018
DB06077,Lumateperone,C4305843
DB00346,Alfuzosin,C0051150
DB06701,Dexmethylphenidate,C1169997
DB00211,Midodrine,C0026078
DB00228,Enflurane,C0014277
DB00247,Methysergide,C0025842
DB00699,Nicergoline,C0028008
DB00831,Trifluoperazine,C0040979
DB00865,Benzphetamine,C0005096
DB00937,Diethylpropion,C0012201
DB01186,Pergolide,C0031007
DB01255,Lisdexamfetamine,C1873633
DB01365,Mephentermine,C0025380
DB01408,Bambuterol,C0052944
DB01442,MMDA,C0066661
DB01454,Midomafetamine,C0115471
DB01467,"2,5-Dimethoxy-4-ethylamphetamine",C0045562
DB01556,Chlorphentermine,C0008283
DB01576,Dextroamphetamine,C0011812
DB06690,Nitrous oxide,C0028215
DB08954,Ifenprodil,C0063340
DB12080,Ritobegron,C2981327
DB13108,Mephedrone,C2932852
DB13323,Trichloroethylene,C0040905
DB13624,Methoxyphenamine,C0066165
DB13703,Gepefrine,C0082689
DB00753,Isoflurane,C0022180
DB01189,Desflurane,C0063252
DB00277,Theophylline,C0039771
DB01199,Tubocurarine,C0041345
DB01245,Decamethonium,C0057231
DB05351,Dexlansoprazole,C2348248
DB00391,Sulpiride,C0038803
DB00409,Remoxipride,C0073047
DB04888,Bifeprunox,C1721449
DB12958,Prothipendyl,C0139007
DB13403,Oxypertine,C0030077
DB13554,Moperone,C0066787
DB13557,Thiopropazate,C0076513
DB13676,Mosapramine,C0208216
DB06217,Vernakalant,C2001572
DB06727,Sparteine,C0037760
DB09049,Naloxegol,C3700399
DB00574,Fenfluramine,C0015827
DB13679,Dexchlorpheniramine,C0057606
DB00494,Entacapone,C0165921
DB00623,Fluphenazine,C0016368
DB06512,Deramciclane,C0286227
DB00234,Reboxetine,C0168388
DB03575,Phencyclidine,C0031381
DB01191,Dexfenfluramine,C0011786
DB01063,Acetophenazine,C0050458
DB05687,BL-1020,C2715226
DB09000,Cyamemazine,C0056643
DB13213,Butaperazine,C0006481
DB13382,Chlorproethazine,C0164858
DB13420,Thiazinam,C3652669
DB00680,Moricizine,C0079856
DB00382,Tacrine,C0039245
DB00545,Pyridostigmine,C0034261
DB00585,Nizatidine,C0085154
DB00677,Isoflurophate,C0022181
DB00711,Diethylcarbamazine,C0012191
DB00944,Demecarium,C0360174
DB00981,Physostigmine,C0031849
DB01122,Ambenonium,C0002412
DB01400,Neostigmine,C0027679
DB04864,Huperzine A,C0063033
DB04892,Phenserine,C0294794
DB05386,Regramostim,C0219461
DB11390,Coumaphos,C0010203
DB11397,Dichlorvos,C0012087
DB11412,Fenthion,C0015848
DB12482,Acotiamide,C4317155
DB13058,Methanesulfonyl Fluoride,C0066089
DB13495,Paraoxon,C0030480
DB13503,Tyrothricin,C0041499
DB13694,Distigmine,C0012757
DB15317,Posiphen,C3501741
DB02845,Methylphosphinic Acid,C2352088
DB00189,Ethchlorvynol,C0014987
DB00989,Rivastigmine,C0649350
DB01228,Encainide,C0085251
DB01544,Flunitrazepam,C0016296
DB00463,Metharbital,C0025629
DB00832,Phensuximide,C0070592
DB00906,Tiagabine,C0068897
DB01121,Phenacemide,C0070525
DB06527,Tramiprosate,C0062961
DB06554,Gaboxadol,C0047845
DB08329,Sulthiame,C0038807
DB09011,Beclamide,C0053067
DB11549,Tiletamine,C0040217
DB11859,Brexanolone,C4548848
DB11868,Etiracetam,C0059859
DB12338,Carisbamate,C1871983
DB13362,Pheneturide,C0059837
DB13799,Ethadione,C0059690
DB14050,Cannabidivarin,C3657549
DB01202,Levetiracetam,C0377265
DB05381,Histamine,C0019588
DB00306,Talbutal,C0301407
DB00405,Dexbrompheniramine,C0057605
DB00416,Metocurine iodide,C0700566
DB00423,Methocarbamol,C0025659
DB00425,Zolpidem,C0078839
DB00427,Triprolidine,C0041098
DB00565,Cisatracurium,C1096766
DB00645,Dyclonine,C0058831
DB00662,Trimethobenzamide,C0077163
DB00732,Atracurium besylate,C0004235
DB00748,Carbinoxamine,C0054672
DB01107,Methyprylon,C0025840
DB01198,Zopiclone,C0078847
DB01219,Dantrolene,C0010976
DB01339,Vecuronium,C0242531
DB01353,Butobarbital,C0054249
DB01354,Heptabarbital,C0019217
DB01437,Glutethimide,C0017845
DB01489,Camazepam,C0006795
DB01495,Dichloralphenazone,C0057831
DB01501,Difenoxin,C0057981
DB01534,Chlorhexadol,C4284424
DB01547,Drotebanol,C0058763
DB01553,Cloxazolam,C0055964
DB01559,Clotiazepam,C0009073
DB01594,Cinolazepam,C0164835
DB02852,Domoic Acid,C0058678
DB04827,Urethane,C0041964
DB04833,Methaqualone,C0025627
DB04903,Pagoclone,C1120452
DB05232,Tetrodotoxin,C0039705
DB05710,Gantacurium,C2713527
DB06264,Tolperisone,C0040382
DB06529,Ocinaplon,C1570833
DB06716,Fospropofol,C2370726
DB06753,Triclofos,C0077073
DB06797,Mebutamate,C0301379
DB08892,Arbaclofen Placarbil,C2698179
DB09017,Brotizolam,C0054151
DB09021,Benzoctamine,C0053217
DB11371,Alfaxalone,C0051482
DB11552,Tricaine,C0077027
DB11582,Thiocolchicoside,C0076456
DB12105,Imagabalin,C2827193
DB12537,Benzodiazepine,C4048284
DB12576,AZD-3043,C3493333
DB12590,Indiplon,C1173066
DB12989,Neosaxitoxin,C0068533
DB13099,Valnoctamide,C0077995
DB13221,Apronalide,C0052234
DB13234,Propanidid,C0033439
DB13253,Proxibarbal,C0288495
DB13295,Atracurium,C0004234
DB13303,Febarbamate,C0060130
DB13324,Tetrazepam,C0076341
DB13331,Pyrithyldione,C0072736
DB13354,Phenprobamate,C0070591
DB13357,Styramate,C0301418
DB13377,Vinbarbital,C0301408
DB13402,Acetylglycinamide chloral hydrate,C3652942
DB13534,Gedocarnil,C2348738
DB13572,Emylcamate,C0175159
DB13577,Allobarbital,C0002132
DB13584,Gallamine,C0016971
DB13623,Fabomotizole,C3871450
DB13642,Pridinol,C0071968
DB13648,Alcuronium,C0001981
DB13662,Hexapropymate,C0062664
DB13687,Niaprazine,C0068673
DB13690,Vinyl ether,C0078264
DB13733,Methylpentynol,C0066418
DB13737,Cyclobarbital,C0010552
DB13745,Fazadinium bromide,C0015707
DB13754,Mephenoxalone,C0065959
DB13805,Reposal,C3652551
DB13817,Carbromal,C0007077
DB13837,Doxefazepam,C0114875
DB13872,Lormetazepam,C0065185
DB13984,Cyclopropane,C0010587
DB13993,MRK-409,C3179927
DB14672,Oxazepam acetate,C0069745
DB14715,Cinazepam,C3491799
DB14718,Pyrazolam,C4742738
DB14719,Bentazepam,C0053117
DB08933,Luliconazole,C1956280
DB00967,Desloratadine,C0908935
DB00260,Cycloserine,C0010590
DB01429,Aprindine,C0003639
DB04844,Tetrabenazine,C0039623
DB06506,Repinotan,C2699033
DB06735,Enclomiphene,C0086213
DB00984,Nandrolone phenpropionate,C0068397
DB08804,Nandrolone decanoate,C0068395
DB13169,Nandrolone,C0027368
DB00365,Grepafloxacin,C0287721
DB00685,Trovafloxacin,C0379881
DB00978,Lomefloxacin,C0065162
DB01208,Sparfloxacin,C0052585
DB01405,Temafloxacin,C0076075
DB04576,Fleroxacin,C0085161
DB13823,Pipemidic acid,C0031953
DB01185,Fluoxymesterone,C0016366
DB06718,Stanozolol,C0038149
DB12461,GLPG-0492,C4519127
DB13587,Mesterolone,C0025503
DB00040,Glucagon,C0017687
DB00959,Methylprednisolone,C0025815
DB00873,Loteprednol,C0772364
DB14643,Methylprednisolone aceponate,C0174938
DB14541,Hydrocortisone cypionate,C0612688
DB03793,Benzoic acid,C0053225
DB00520,Caspofungin,C0537894
DB00578,Carbenicillin,C0006976
DB01147,Cloxacillin,C0009077
DB08943,Isoconazole,C0063953
DB13425,Flutrimazole,C0172907
DB13434,Fenticonazole,C0060203
DB13684,Omoconazole,C0069488
DB06395,Abafungin,C2346707
DB06440,Ravuconazole,C0535185
DB12073,Albaconazole,C0675272
DB00895,Benzylpenicilloyl polylysine,C0053327
DB00948,Mezlocillin,C0025893
DB01000,Cyclacillin,C0010523
DB01163,Amdinocillin,C0002435
DB01602,Bacampicillin,C0052865
DB01604,Pivampicillin,C0032032
DB01607,Ticarcillin,C0040193
DB08795,Azidocillin,C0052772
DB12343,Temocillin,C0076079
DB13300,Epicillin,C0059424
DB13506,Carfecillin,C0007241
DB13660,Propicillin,C0072176
DB13693,Sulbenicillin,C0038666
DB13739,Penamecillin,C0070217
DB13814,Talampicillin,C0039266
DB13816,Aspoxicillin,C0104449
DB00257,Clotrimazole,C0009074
DB09270,Ubidecarenone,C0041536
DB00362,Anidulafungin,C1142738
DB00793,Haloprogin,C0062106
DB01034,Cerulenin,C0007839
DB01141,Micafungin,C1120386
DB01188,Ciclopirox,C0055711
DB01422,Nitroxoline,C0068881
DB01910,Sinefungin,C0074558
DB02513,Thymol,C0040096
DB02756,Pyroquilon,C1097768
DB03819,Salicylhydroxamic Acid,C0073980
DB04741,Myxothiazol,C0067087
DB04744,Lawsone,C0064698
DB06733,Bafilomycin A1,C0052919
DB08958,Hexetidine,C0019468
DB09031,Miltefosine,C0068006
DB09056,Amorolfine,C0051736
DB12156,Cordycepin,C0056331
DB13360,Tolciclate,C0076793
DB13459,Pecilocin,C0070200
DB13603,Pyrrolnitrin,C0034336
DB13724,Nifuratel,C0028070
DB15245,Olorofim,C4705480
DB06815,Pyrithione,C0072735
DB00726,Trimipramine,C0041056
DB12930,Opipramol,C0029105
DB13384,Melitracen,C1377670
DB13411,Lofepramine,C0023961
DB00334,Olanzapine,C0171023
DB14507,Lithium citrate,C0125997
DB00209,Trospium,C0772089
DB00434,Cyproheptadine,C0010620
DB00458,Imipramine,C0020934
DB00496,Darifenacin,C0529351
DB00810,Biperiden,C0005578
DB00907,Cocaine,C0009170
DB14506,Lithium hydroxide,C0083236
DB08805,Metiamide,C0025845
DB08806,Roxatidine acetate,C0073601
DB12770,Lafutidine,C0172827
DB12884,Lavoltidine,C4519236
DB13760,Niperotidine,C0650638
DB00457,Prazosin,C0032912
DB06403,Ambrisentan,C1176329
DB00938,Salmeterol,C0073992
DB00315,Zolmitriptan,C0528166
DB00283,Clemastine,C0008929
DB00740,Riluzole,C0073379
DB01106,Levocabastine,C0064870
DB01056,Tocainide,C0085237
DB00442,Entecavir,C0971023
DB00751,Epinastine,C0078442
DB00511,Acetyldigitoxin,C0520442
DB01078,Deslanoside,C0011689
DB12843,Oleandrin,C0069397
DB13307,Proscillaridin,C0033513
DB13467,Lanatoside C,C0063986
DB11363,Alectinib,C3853921
DB01094,Hesperetin,C0062585
DB02115,Daidzin,C0057091
DB03467,Naringenin,C0068450
DB12001,Abemaciclib,C3852841
DB04540,Cholesterol,C0008377
DB11644,Tafamidis,C2745274
DB13316,Ibopamine,C0123043
DB12766,Cicletanine,C0056686
DB01224,Quetiapine,C0123091
DB01319,Fosamprenavir,C1176315
DB00557,Hydroxyzine,C0020404
DB14513,Magnesium,C0024467
DB00650,Leucovorin,C0023413
DB00388,Phenylephrine,C0031469
DB14485,Zinc ascorbate,C1337243
DB00719,Azatadine,C0052759
DB11110,Magnesium citrate,C0126774
DB13359,Magnesium aspartate,C0543448
DB13749,Magnesium gluconate,C0126777
DB13786,Magnesium orotate,C0536004
DB11596,Levoleucovorin,C2721771
DB14514,Magnesium levulinate,C0614721
DB14515,Magnesium lactate,C0717900
DB01593,Zinc,C0043481
DB09221,Polaprezinc,C0286382
DB09321,Zinc oxide,C0043491
DB09322,Zinc sulfate,C0078794
DB11175,Zinc picolinate,C0149389
DB11248,Zinc gluconate,C0149381
DB14194,Zinc dibutyldithiocarbamate,C0078777
DB14479,Acetylcysteine zinc,C0887741
DB14487,Zinc acetate,C0149368
DB14493,Zinc glycinate,C0078781
DB14533,Zinc chloride,C0078774
DB04789,5-methyltetrahydrofolic acid,C3498054
DB11256,Levomefolic acid,C2825462
DB01629,5-fluorouridine,C0049192
DB00516,Bentoquatam,C0525133
DB11081,Aluminum chloride,C0102840
DB11239,Aluminum sulfate,C0051522
DB11306,Bentonite,C0005018
DB08886,Asparaginase Erwinia chrysanthemi,C3255208
DB00308,Ibutilide,C0082966
DB00280,Disopyramide,C0012702
DB00863,Ranitidine,C0034665
DB08941,Isoxsuprine,C0022267
DB06237,Avanafil,C2698280
DB11792,Mirodenafil,C2353244
DB01190,Clindamycin,C0008947
DB14975,Voxelotor,C4723629
DB12230,Bunazosin,C0054222
DB12057,ORM-12741,C3852189
DB00287,Travoprost,C0937916
DB00521,Carteolol,C0007299
DB12693,Ritanserin,C0085260
DB01403,Methotrimeprazine,C0025678
DB00679,Thioridazine,C0039943
DB01012,Cinacalcet,C1337242
DB00629,Guanabenz,C0018312
DB04856,Dexloxiglumide,C0533979
DB11823,Esketamine,C2825616
DB14583,Segesterone acetate,C4723383
DB04946,Iloperidone,C0247194
DB00611,Butorphanol,C0006491
DB00652,Pentazocine,C0030873
DB06711,Naphazoline,C0027373
DB00504,Levallorphan,C0023554
DB01548,Diprenorphine,C0012572
DB11490,Nalorphine,C0027355
DB12013,Axelopran,C4519279
DB12341,LY-2456302,C4519109
DB12585,Ondelopran,C4520213
DB00368,Norepinephrine,C0028351
DB00610,Metaraminol,C0025575
DB00723,Methoxamine,C0025681
DB00935,Oxymetazoline,C0030071
DB01472,4-Methoxyamphetamine,C0048451
DB01579,Phendimetrazine,C0070549
DB06706,Isometheptene,C0064007
DB09202,Cirazoline,C0109817
DB11124,Racepinephrine,C0205758
DB14443,Vibrio cholerae CVD 103-HgR strain live antigen,C4291328
DB13762,Dexrabeprazole,C3661450
DB11964,Ilaprazole,C1881129
DB13746,Bioallethrin,C0053618
DB08918,Levomilnacipran,C3541367
DB08931,Riociguat,C2717561
DB00704,Naltrexone,C0027360
DB00708,Sufentanil,C0143993
DB00844,Nalbuphine,C0027348
DB00854,Levorphanol,C0023586
DB00899,Remifentanil,C0246631
DB01209,Dezocine,C0057626
DB01433,Methadyl acetate,C0025607
DB01459,Bezitramide,C0053535
DB01497,Etorphine,C0015134
DB01529,Dextromoramide,C0011817
DB01531,Desomorphine,C2827133
DB01535,Carfentanil,C0054797
DB01555,Alphacetylmethadol,C3536877
DB01565,Dihydromorphine,C0012305
DB09174,Lofentanil,C0065151
DB09272,Eluxadoline,C3712232
DB11609,Normethadone,C0069008
DB13160,Alphaprodine,C0002327
DB13454,Nicomorphine,C0068699
DB13478,Meptazinol,C0025387
DB13605,Phenoperidine,C0031432
DB13606,Phenazocine,C0031376
DB13787,Tilidine,C0040219
DB15465,Benzhydrocodone,C4555905
DB08903,Bedaquiline,C1664205
DB11637,Delamanid,C3489682
DB13725,Terodiline,C0076126
DB00799,Tazarotene,C0288792
DB06510,Muraglitazar,C1568490
DB13225,Dibenzepin,C0012030
DB13246,Quinupramine,C0072896
DB13496,Iprindole,C0022057
DB13782,Imipramine oxide,C3652629
DB00924,Cyclobenzaprine,C0056732
DB00424,Hyoscyamine,C0596004
DB00350,Minoxidil,C0026196
DB00802,Alfentanil,C0002026
DB00561,Doxapram,C0013084
DB00830,Phenmetrazine,C0031411
DB00952,Naratriptan,C0540623
DB00998,Frovatriptan,C0754647
DB04581,1-benzylimidazole,C0044305
DB05562,Naluzotan,C1723113
DB08810,Cinitapride,C0055747
DB08841,Tyramine,C0041479
DB11481,Atipamezole,C0052593
DB11755,Tetrahydrocannabivarin,C3869806
DB12361,Piclozotan,C1721912
DB12551,Idazoxan,C0063327
DB13064,Tramazoline,C0076890
DB13341,Fenozolone,C0060187
DB13453,Xenon,C0043339
DB13852,Mefenorex,C0065870
DB13917,Deoxyepinephrine,C0011498
DB00825,Levomenthol,C0771655
DB00204,Dofetilide,C0114771
DB00883,Isosorbide dinitrate,C0022252
DB01612,Amyl Nitrite,C0002711
DB00869,Dorzolamide,C0165590
DB00905,Bimatoprost,C0937917
DB00933,Mesoridazine,C0025497
DB00837,Progabide,C0072076
DB01035,Procainamide,C0033216
DB04957,Azimilide,C0252416
DB00714,Apomorphine,C0003596
DB00649,Stavudine,C0164662
DB01142,Doxepin,C0013085
DB06678,Esmirtazapine,C2700014
DB06749,Ginsenoside Rb1,C0119192
DB11942,Selinexor,C3852671
DB02123,Glycochenodeoxycholic Acid,C0017903
DB06216,Asenapine,C2000088
DB08815,Lurasidone,C2003424
DB00940,Methantheline,C0025624
DB10532,Garlic,C0993630
DB15246,Salvianolic acid A,C0084454
DB14048,Sodium zirconium cyclosilicate,C4045824
DB09016,Butriptyline,C0054270
DB09289,Tianeptine,C0076652
DB00777,Propiomazine,C0033473
DB00221,Isoetharine,C0022176
DB00867,Ritodrine,C0035661
DB00901,Bitolterol,C0053817
DB01102,Arbutamine,C0172021
DB01288,Fenoterol,C0015840
DB01291,Pirbuterol,C0071129
DB01364,Ephedrine,C0014479
DB01366,Procaterol,C0072032
DB01407,Clenbuterol,C0008932
DB01608,Periciazine,C0033459
DB01614,Acepromazine,C0000959
DB01622,Thioproperazine,C0039936
DB05395,Amibegron,C2698085
DB06190,Solabegron,C2003056
DB06707,Levonordefrin,C0520472
DB08925,Adrafinil,C0101700
DB08957,Hexoprenaline,C0019476
DB08985,Etilefrine,C0015116
DB09203,Synephrine,C0039086
DB11373,Amitraz,C0051692
DB11428,Medetomidine,C0125656
DB11477,Xylazine,C0043366
DB11541,Ractopamine,C0072954
DB11543,Romifidine,C0171473
DB11556,Detomidine,C0057577
DB11871,PF-00610355,C3852694
DB12100,Abediterol,C3529991
DB12248,Tulobuterol,C0077497
DB12313,Dopexamine,C0058702
DB12779,Higenamine,C0062705
DB12846,Reproterol,C0073076
DB12927,Theodrenaline,C0068955
DB13251,Octopamine,C0028403
DB13378,Norfenefrine,C0068986
DB13398,Oxyfedrine,C0030053
DB13520,Metergoline,C0025641
DB13559,Rimiterol,C0035633
DB13692,Tretoquinol,C0040846
DB13777,Prenalterol,C0033051
DB13781,Xamoterol,C0078595
DB09273,Doxofylline,C0058721
DB06763,Saralasin,C0036193
DB01214,Metipranolol,C0041030
DB00835,Brompheniramine,C0006246
DB01223,Aminophylline,C0002575
DB00982,Isotretinoin,C0022265
DB00879,Emtricitabine,C0909839
DB01158,Bretylium,C0054040
DB01242,Clomipramine,C0009010
DB01303,Oxtriphylline,C0055578
DB00395,Carisoprodol,C0007248
DB11079,Trolamine salicylate,C0077376
DB00896,Rimexolone,C0140594
DB00797,Tolazoline,C0040373
DB00925,Phenoxybenzamine,C0031441
DB01162,Terazosin,C0076107
DB01426,Ajmaline,C0001888
DB06468,Cariporide,C0663099
DB13555,Prajmaline,C0032899
DB13651,Lorajmine,C0024001
DB00640,Adenosine,C0001443
DB00922,Levosimendan,C0246904
DB06200,Tedisamil,C0076034
DB12286,Simendan,C0287806
DB13546,Nizofenone,C0068887
DB13652,Bunaftine,C0006378
DB13653,Lorcainide,C0065183
DB04835,Maraviroc,C1667052
DB13074,Macimorelin,C2986922
DB11986,Entrectinib,C4086264
DB01396,Digitoxin,C0012258
DB00519,Trandolapril,C0076891
DB00542,Benazepril,C0053091
DB00691,Moexipril,C0066685
DB00881,Quinapril,C0072857
DB00886,Omapatrilat,C0663645
DB01180,Rescinnamine,C0035167
DB01340,Cilazapril,C0055723
DB01348,Spirapril,C0075007
DB11783,Imidapril,C0165703
DB00212,Remikiren,C0209499
DB00217,Bethanidine,C0005324
DB00226,Guanadrel,C0061938
DB00616,Candoxatril,C0077782
DB00765,Metyrosine,C0886584
DB00785,Cryptenamine,C0086079
DB00876,Eprosartan,C0287041
DB01089,Deserpidine,C0175158
DB01090,Pentolinium,C0030885
DB01116,Trimethaphan,C0041040
DB01347,Saprisartan,C4726730
DB06762,Pinacidil,C0071074
DB08950,Indoramin,C0021252
DB09026,Aliskiren,C1120110
DB09242,Moxonidine,C0066837
DB09279,Fimasartan,C2825622
DB00268,Ropinirole,C0244821
DB09286,Pipamperone,C0071098
DB01113,Papaverine,C0030350
DB01235,Levodopa,C0023570
DB01282,Carbetocin,C0054670
DB04899,Nesiritide,C0054015
DB09112,Nitrous acid,C0028214
DB08822,Azilsartan medoxomil,C2698291
DB06826,Unoprostone,C0772319
DB01239,Chlorprothixene,C0008290
DB01615,Aceprometazine,C0608826
DB01618,Molindone,C0026388
DB04872,Osanetant,C1138576
DB06288,Amisulpride,C0103045
DB08927,Amperozide,C0051747
DB05316,Pimavanserin,C1722267
DB01623,Thiothixene,C0039955
DB01627,Lincomycin,C0023726
DB06827,Viomycin,C0042697
DB00122,Choline,C0008405
DB05383,Pimagedine,C0282774
DB00152,Thiamine,C0039840
DB11742,Ebastine,C0058895
DB09166,Etizolam,C0059862
DB08502,Capravirine,C0971818
DB09146,Iron sucrose,C0060241
DB09501,Ferric ammonium citrate,C0060228
DB09507,Ferumoxsil,C0257928
DB09508,Ferumoxides,C0246249
DB11171,Ferric sulfate,C0060246
DB11210,Ferrous bisglycinate,C1721498
DB11417,Gleptoferron,C0061304
DB11576,Ferric oxide,C0060240
DB12208,Iron isomaltoside 1000,C2947549
DB13423,Ferric hydroxide,C0060236
DB13569,Ferrous chloride,C0060275
DB13949,Ferric cation,C3848561
DB14488,Ferrous gluconate,C0060277
DB14489,Ferrous succinate,C0060281
DB14520,Tetraferric tricitrate decahydrate,C3856267
DB14695,Ferric oxyhydroxide,C0296048
DB15598,Ferric maltol,C0060237
