DrugID,DrugName,DrugCUI
DB09008,Cefaloridine,C0007727
DB09062,Cefminox,C0055006
DB09084,Benzydamine,C0005099
DB09213,Dexibuprofen,C2714681
DB09214,Dexketoprofen,C0772505
DB09215,Droxicam,C0058765
DB09216,Tolfenamic acid,C0076799
DB09217,Firocoxib,C1453102
DB09218,Clonixin,C0009018
DB09285,Morniflumate,C0066803
DB09288,Propacetamol,C0084186
DB09295,Talniflumate,C0772080
DB09299,Tenofovir alafenamide,C3713958
DB11367,Cefroxadine,C0108941
DB11455,Robenacoxib,C2825257
DB11466,Tepoxalin,C0145162
DB11518,Flunixin,C0060502
DB11935,Flomoxef,C0117881
DB12151,Brincidofovir,C3886763
DB12445,Nitroaspirin,C0531264
DB12545,Indobufen,C0063479
DB13001,Tinoridine,C0076703
DB13167,Alclofenac,C0001937
DB13217,Fentiazac,C0060201
DB13232,Suxibuzone,C0075667
DB13266,Cefatrizine,C0007545
DB13286,Bumadizone,C0054219
DB13314,Alminoprofen,C0051247
DB13371,Difenpiramide,C0057982
DB13407,Nifenazone,C0068738
DB13432,Lonazolac,C0065166
DB13461,Cefcapene,C2699134
DB13470,Cefodizime,C0055007
DB13481,Tenidap,C0076092
DB13499,Cefsulodin,C0007558
DB13504,Cefetamet,C0055004
DB13524,Propyphenazone,C0072245
DB13527,Proglumetacin,C0072315
DB13538,Guacetisal,C0120436
DB13544,Ethenzamide,C0059708
DB13612,Carbaspirin calcium,C0054547
DB13629,Mofebutazone,C0066774
DB13638,Cefbuperazone,C0055000
DB13649,Proquazone,C0072247
DB13657,Benorilate,C0005011
DB13667,Cefozopran,C0246584
DB13682,Cefpirome,C0062986
DB13722,Pirprofen,C0071152
DB13778,Cefazedone,C0054999
DB13783,Acemetacin,C0050409
DB13821,Ceftezole,C0055013
DB13860,Imidazole salicylate,C0063384
DB13868,Adefovir,C0050175
DB14059,SC-236,C0767382
DB14060,NS-398,C0215737
DB14126,Tenofovir,C0384228
DB01438,Phenazopyridine,C0031379
DB00091,Cyclosporine,C0010592
DB15066,Givosiran,C4688584
DB09212,Loxoprofen,C0065199
DB00452,Framycetin,C0016673
DB01421,Paromomycin,C0030576
DB04263,Geneticin,C0119053
DB04626,Apramycin,C0052231
DB04808,Neamine,C0027515
DB08437,Puromycin,C0034145
DB11512,Dihydrostreptomycin,C0262967
DB11520,Hygromycin B,C0020406
DB00007,Leuprolide,C0085272
DB00479,Amikacin,C0002499
DB00684,Tobramycin,C0040341
DB00798,Gentamicin,C3854019
DB00955,Netilmicin,C0027780
DB00994,Neomycin,C0027603
DB01082,Streptomycin,C0038425
DB01172,Kanamycin,C0022487
DB03615,Ribostamycin,C0035554
DB04729,Gentamicin C1a,C1563655
DB06696,Arbekacin,C4082272
DB12604,Sisomicin,C0037209
DB13540,Isepamicin,C0124008
DB00803,Colistin,C0009316
DB00214,Torasemide,C0076840
DB00232,Methyclothiazide,C0025696
DB00310,Chlorthalidone,C0008294
DB00311,Ethoxzolamide,C0015052
DB00421,Spironolactone,C0037982
DB00436,Bendroflumethiazide,C0004975
DB00562,Benzthiazide,C0053245
DB00594,Amiloride,C0002502
DB00606,Cyclothiazide,C0056831
DB00774,Hydroflumethiazide,C0020273
DB00880,Chlorothiazide,C0008273
DB01021,Trichlormethiazide,C0040899
DB01119,Diazoxide,C0012022
DB01144,Diclofenamide,C0012086
DB01324,Polythiazide,C0032613
DB01325,Quinethazone,C0164608
DB01412,Theobromine,C0039763
DB02925,Piretanide,C0071132
DB04831,Tienilic acid,C0040209
DB05034,Ularitide,C0077910
DB08961,Azosemide,C0052820
DB09015,Canrenoic acid,C0282085
DB09125,Potassium citrate,C0137996
DB09401,Isosorbide,C0022251
DB12221,Canrenone,C0006882
DB12670,Rolofylline,C0166128
DB12704,Spiradoline,C0143266
DB13284,Meticrane,C0873165
DB13405,Mefruside,C0025156
DB13430,Mebutizide,C0603520
DB13532,Cyclopenthiazide,C0010581
DB13617,Clorexolone,C0055938
DB13663,Clofenamide,C2699364
DB13708,Fenquizone,C0060196
DB13792,Clopamide,C0009025
DB13801,Muzolimine,C0026885
DB13803,Xipamide,C0043355
DB13989,Epitizide,C3652978
DB14018,Bromotheophylline,C3848545
DB14500,Potassium,C0032821
DB00703,Methazolamide,C0025631
DB00700,Eplerenone,C0961485
DB00819,Acetazolamide,C0000981
DB00872,Conivaptan,C0966107
DB01395,Drospirenone,C0043822
DB06212,Tolvaptan,C1176308
DB06370,Indisulam,C1099211
DB00008,Peginterferon alfa-2a,C0391001
DB00727,Nitroglycerin,C0017887
DB00011,Interferon alfa-n1,C0699817
DB00864,Tacrolimus,C0085149
DB00014,Goserelin,C0120107
DB00178,Ramipril,C0072973
DB00492,Fosinopril,C0118168
DB00519,Trandolapril,C0076891
DB00542,Benazepril,C0053091
DB00584,Enalapril,C0014025
DB00691,Moexipril,C0066685
DB00722,Lisinopril,C0065374
DB00790,Perindopril,C0136123
DB00881,Quinapril,C0072857
DB00886,Omapatrilat,C0663645
DB01180,Rescinnamine,C0035167
DB01197,Captopril,C0006938
DB01340,Cilazapril,C0055723
DB01348,Spirapril,C0075007
DB08836,Temocapril,C0753183
DB09477,Enalaprilat,C0014027
DB11783,Imidapril,C0165703
DB13166,Zofenopril,C0078836
DB13312,Delapril,C0057301
DB14125,Benazeprilat,C0105523
DB14207,Fosinoprilat,C0075061
DB14208,Ramiprilat,C0072970
DB14209,Trandolaprilat,C0165477
DB14210,Moexiprilat,C0209137
DB14213,Perindoprilat,C0070426
DB14217,Quinaprilat,C0072858
DB14231,Quinoline Yellow WS,C0054391
DB15565,Cilazaprilat,C0055724
DB00017,Salmon calcitonin,C0073994
DB00529,Foscarnet,C0070895
DB00738,Pentamidine,C0030863
DB00999,Hydrochlorothiazide,C0020261
DB01072,Atazanavir,C1145759
DB14713,Inotersen,C4731850
DB01356,Lithium cation,C3495095
DB06292,Dapagliflozin,C2353951
DB09235,Efonidipine,C0286819
DB11827,Ertugliflozin,C4079805
DB12766,Cicletanine,C0056686
DB00018,Interferon alfa-n3,C1621234
DB00022,Peginterferon alfa-2b,C0796545
DB00023,Asparaginase Escherichia coli,C0014834
DB01344,Tolevamer,C0379624
DB06792,Lanthanum carbonate,C0023031
DB00024,Thyrotropin alfa,C2587204
DB01432,Cholestyramine,C0008402
DB00375,Colestipol,C0009279
DB00026,Anakinra,C0245109
DB00030,Insulin human,C0795635
DB00033,Interferon gamma-1b,C0021741
DB00034,"Interferon alfa-2a, Recombinant",C0021734
DB00035,Desmopressin,C0011701
DB00407,Ardeparin,C0297269
DB01109,Heparin,C0019134
DB01225,Enoxaparin,C0206460
DB06271,Sulodexide,C0061450
DB06294,Semuloparin,C2700104
DB06754,Danaparoid,C0259507
DB06779,Dalteparin,C0206461
DB06822,Tinzaparin,C0216278
DB08813,Nadroparin,C0206232
DB09258,Bemiparin,C0916062
DB09260,Parnaparin,C0215717
DB09259,Reviparin,C0254215
DB00040,Glucagon,C0017687
DB00041,Aldesleukin,C0218986
DB01174,Phenobarbital,C0031412
DB00046,Insulin lispro,C0293359
DB00047,Insulin glargine,C0907402
DB00051,Adalimumab,C1122087
DB00655,Estrone,C0014942
DB00977,Ethinylestradiol,C0015011
DB00255,Diethylstilbestrol,C0012203
DB00052,Somatotropin,C0037663
DB00056,Gemtuzumab ozogamicin,C1533699
DB00059,Pegaspargase,C0071568
DB00060,Interferon beta-1a,C0254119
DB00065,Infliximab,C0666743
DB00068,Interferon beta-1b,C3652465
DB00069,Interferon alfacon-1,C0164613
DB00070,Hyaluronidase (ovine),C0020197
DB00071,Insulin pork,C0770206
DB00072,Trastuzumab,C0728747
DB00073,Rituximab,C0393022
DB00074,Basiliximab,C0676831
DB00075,Muromonab,C0085379
DB00078,Ibritumomab tiuxetan,C0877880
DB00080,Daptomycin,C0057144
DB00081,Tositumomab,C0879399
DB00082,Pegvisomant,C0913469
DB00193,Tramadol,C0040610
DB14513,Magnesium,C0024467
DB00085,Pancrelipase,C0770343
DB00087,Alemtuzumab,C0383429
DB08916,Afatinib,C2987648
DB01118,Amiodarone,C0002598
DB08873,Boceprevir,C1738934
DB01200,Bromocriptine,C0006230
DB00564,Carbamazepine,C0006949
DB01136,Carvedilol,C0054836
DB00446,Chloramphenicol,C0008168
DB05804,Prasterone sulfate,C0057277
DB00930,Colesevelam,C0541155
DB08865,Crizotinib,C2974289
DB00531,Cyclophosphamide,C0010583
DB09075,Edoxaban,C2975435
DB00625,Efavirenz,C0674428
DB08899,Enzalutamide,C3496793
DB00973,Ezetimibe,C1142985
DB00196,Fluconazole,C0016277
DB00252,Phenytoin,C0031507
DB01320,Fosphenytoin,C0244656
DB00400,Griseofulvin,C0018242
DB09027,Ledipasvir,C3851350
DB01233,Metoclopramide,C0025853
DB00834,Mifepristone,C0026088
DB06413,Armodafinil,C1701455
DB00745,Modafinil,C0066677
DB00607,Nafcillin,C0027324
DB01059,Norfloxacin,C0028365
DB00338,Omeprazole,C0028978
DB00736,Esomeprazole,C0937846
DB01083,Orlistat,C0076275
DB00339,Pyrazinamide,C0034239
DB01369,Quinupristin,C0756081
DB00243,Ranolazine,C0073633
DB00503,Ritonavir,C0292818
DB00658,Sevelamer,C0718050
DB06207,Silodosin,C1870115
DB06290,Simeprevir,C2605855
DB01138,Sulfinpyrazone,C0038742
DB05521,Telaprevir,C1876229
DB00163,Vitamin E,C0042874
DB04908,Flibanserin,C0754280
DB09083,Ivabradine,C0257190
DB08820,Ivacaftor,C3264621
DB09143,Sonidegib,C3886731
DB00813,Fentanyl,C0015846
DB09046,Metreleptin,C0961965
DB00126,Ascorbic acid,C0003968
DB00199,Erythromycin,C0014806
DB00207,Azithromycin,C0052796
DB00954,Dirithromycin,C0058445
DB00976,Telithromycin,C0907410
DB01152,Candicidin,C0006834
DB01211,Clarithromycin,C0055856
DB01321,Josamycin,C0022419
DB01873,Epothilone D,C0962559
DB03010,Patupilone,C0297960
DB04070,6-Deoxyerythronolide B,C0049549
DB05903,KOS-1584,C2700006
DB06233,Ridaforolimus,C2713007
DB06318,AVE9633,C3501972
DB06342,Coltuximab ravtansine,C4508929
DB06419,Cethromycin,C1317928
DB06587,Mitemcinal,C2000403
DB07348,Brefeldin A,C0304089
DB09308,Solithromycin,C3655918
DB09309,Kitasamycin,C0022723
DB11383,Carbomycin,C0054700
DB11400,Doramectin,C0248572
DB11405,Eprinomectin,C0529813
DB11442,Oleandomycin,C0028923
DB11459,Selamectin,C0961275
DB11470,Tildipirosin,C3464669
DB11471,Tilmicosin,C0076681
DB11475,Tylosin,C0041441
DB11554,Tylvalosin,C2744563
DB11752,Bryostatin 1,C0054173
DB12089,Lorvotuzumab mertansine,C2987530
DB12266,Epofolate,C4519101
DB12391,Sagopilone,C2355512
DB12489,Mirvetuximab Soravtansine,C4288736
DB13179,Troleandomycin,C0041165
DB13287,Miocamycin,C0026202
DB13338,Flurithromycin,C0060591
DB13409,Rokitamycin,C0073560
DB13456,Midecamycin,C0066531
DB13633,Mepartricin,C0025373
DB00241,Butalbital,C0054234
DB00312,Pentobarbital,C0030883
DB00418,Secobarbital,C0036516
DB00474,Methohexital,C0025668
DB00599,Thiopental,C0039925
DB00794,Primidone,C0033148
DB00849,Methylphenobarbital,C0025382
DB01154,Thiamylal,C0039855
DB01351,Amobarbital,C0002640
DB01355,Hexobarbital,C0019469
DB01483,Barbital,C0004743
DB09001,Barbexaclone,C0105205
DB09280,Lumacaftor,C3852684
DB00238,Nevirapine,C0132326
DB11586,Asunaprevir,C3491974
DB00497,Oxycodone,C0030049
DB00514,Dextromethorphan,C0011816
DB00731,Nateglinide,C0903898
DB00904,Ondansetron,C0061851
DB01114,Chlorpheniramine,C0008281
DB01184,Domperidone,C0013015
DB09068,Vortioxetine,C3661282
DB11915,Valbenazine,C4078701
DB12161,Deutetrabenazine,C4277781
DB00176,Fluvoxamine,C0085228
DB00281,Lidocaine,C0023660
DB00285,Venlafaxine,C0078569
DB00316,Acetaminophen,C0000970
DB00317,Gefitinib,C1122962
DB00333,Methadone,C0025605
DB00342,Terfenadine,C0085173
DB00343,Diltiazem,C0012373
DB00344,Protriptyline,C0033743
DB00468,Quinine,C0034417
DB00472,Fluoxetine,C0016365
DB00476,Duloxetine,C0245561
DB00477,Chlorpromazine,C0008286
DB00490,Buspirone,C0006462
DB00543,Amoxapine,C0002644
DB00590,Doxazosin,C0114873
DB00637,Astemizole,C0085170
DB00715,Paroxetine,C0070122
DB00836,Loperamide,C0023992
DB00921,Buprenorphine,C0006405
DB00932,Tipranavir,C0663733
DB00972,Azelastine,C0052762
DB01037,Selegiline,C0036579
DB01069,Promethazine,C0033405
DB01100,Pimozide,C0031935
DB01104,Sertraline,C0074393
DB01182,Propafenone,C0033429
DB01244,Bepridil,C0005116
DB01392,Yohimbine,C0724441
DB06770,Benzyl alcohol,C0005100
DB08893,Mirabegron,C2983812
DB09048,Netupitant,C1700730
DB11963,Dacomitinib,C2987430
DB12070,Letermovir,C3852938
DB12332,Rucaparib,C3661315
DB13874,Enasidenib,C4519428
DB00363,Clozapine,C0009079
DB00396,Progesterone,C0033308
DB00675,Tamoxifen,C0039286
DB01115,Nifedipine,C0028066
DB04905,Tesmilifene,C1704341
DB04920,Clevidipine,C0766108
DB01149,Nefazodone,C0068485
DB00705,Delavirdine,C0288165
DB00184,Nicotine,C0028040
DB00185,Cevimeline,C0093437
DB00208,Ticlopidine,C0040207
DB00264,Metoprolol,C0025859
DB00297,Bupivacaine,C0006400
DB00356,Chlorzoxazone,C0008296
DB00370,Mirtazapine,C0049506
DB00377,Palonosetron,C0220578
DB00379,Mexiletine,C0025887
DB00420,Promazine,C0033399
DB00433,Prochlorperazine,C0033229
DB00568,Cinnarizine,C0008803
DB00589,Lisuride,C0023863
DB00647,Dextropropoxyphene,C0033493
DB00656,Trazodone,C0040805
DB00674,Galantamine,C0016967
DB00701,Amprenavir,C0754188
DB00734,Risperidone,C0073393
DB00757,Dolasetron,C0209210
DB00843,Donepezil,C0527316
DB00850,Perphenazine,C0031184
DB00918,Almotriptan,C0914729
DB01028,Methoxyflurane,C0025688
DB01036,Tolterodine,C0388753
DB01074,Perhexiline,C0031013
DB01175,Escitalopram,C1099456
DB01192,Oxymorphone,C0030073
DB01409,Tiotropium,C0213771
DB01466,Ethylmorphine,C0015109
DB01551,Dihydrocodeine,C0058056
DB01591,Solifenacin,C1099677
DB01621,Pipotiazine,C0031968
DB01624,Zuclopenthixol,C0376160
DB02703,Fusidic acid,C0016875
DB03783,Phenacetin,C0031364
DB04829,Lysergic acid diethylamide,C0024334
DB04841,Flunarizine,C0016295
DB04861,Nebivolol,C0068475
DB04871,Lorcaserin,C2350948
DB04884,Dapoxetine,C0215087
DB05271,Rotigotine,C1700683
DB06016,Cariprazine,C2936870
DB06144,Sertindole,C0084528
DB06148,Mianserin,C0025912
DB06203,Alogliptin,C1958126
DB06684,Vilazodone,C1530072
DB06702,Fesoterodine,C2343853
DB08922,Perospirone,C0084572
DB09183,Dasabuvir,C3852512
DB09195,Lorpiprazole,C2825691
DB09555,Dexchlorpheniramine maleate,C0137440
DB11130,Opium,C0029112
DB11614,Rupatadine,C0534301
DB11718,Encorafenib,C4079208
DB12245,Triclabendazole,C0077071
DB13293,Ipecac,C0022046
DB01267,Paliperidone,C0753678
DB00571,Propranolol,C0033497
DB05239,Cobimetinib,C4049146
DB12364,Betrixaban,C2698385
DB08881,Vemurafenib,C3192263
DB11901,Apalutamide,C4329353
DB11642,Pitolisant,C3529928
DB11633,Isavuconazole,C1832021
DB06636,Isavuconazonium,C4018471
DB00451,Levothyroxine,C0040165
DB00408,Loxapine,C0024056
DB00539,Toremifene,C0076836
DB01167,Itraconazole,C0064113
DB01259,Lapatinib,C1506770
DB01388,Mibefradil,C0286185
DB04851,Biricodar,C0754576
DB04881,Elacridar,C1567656
DB05294,Vandetanib,C1121849
DB06191,Zosuquidar,C2700337
DB06240,Tariquidar,C0879444
DB08896,Regorafenib,C2980094
DB08907,Canagliflozin,C2974540
DB09030,Vorapaxar,C2974521
DB09034,Suvorexant,C3179535
DB09065,Cobicistat,C3177235
DB09102,Daclatasvir,C3252090
DB09239,Niguldipine,C0068753
DB09291,Rolapitant,C3273719
DB11581,Venetoclax,C4079830
DB11613,Velpatasvir,C4079582
DB11828,Neratinib,C2713008
DB11869,Valspodar,C0753474
DB11978,Glasdegib,C4519273
DB12026,Voxilaprevir,C4507236
DB12035,Sarecycline,C4519292
DB12799,Laniquidar,C0916124
DB13878,Pibrentasvir,C4519537
DB13879,Glecaprevir,C4519536
DB14068,Dexniguldipine,C0208704
DB14069,ONT-093,C0915198
DB14568,Ivosidenib,C4682397
DB08882,Linagliptin,C2746078
DB05889,Inotuzumab ozogamicin,C1567130
DB11760,Talazoparib,C4042960
DB00206,Reserpine,C0035179
DB12466,Favipiravir,C1138226
DB06448,Lonafarnib,C1257385
DB01045,Rifampicin,C0035608
DB01323,St. John's Wort,C0813171
DB06595,Midostaurin,C0526371
DB11753,Rifamycin,C0035609
DB00648,Mitotane,C0026256
DB06414,Etravirine,C1456409
DB06442,Avasimibe,C0965226
DB08912,Dabrafenib,C3467876
DB14240,Echinacea,C0752270
DB00273,Topiramate,C0076829
DB00615,Rifabutin,C0140575
DB00949,Felbamate,C0060135
DB04911,Oritavancin,C1144403
DB06201,Rufinamide,C0213404
DB08909,Glycerol phenylbutyrate,C0017861
DB09078,Lenvatinib,C2986924
DB09119,Eslicarbazepine acetate,C2725262
DB01645,Genistein,C0061202
DB00349,Clobazam,C0055891
DB00136,Calcitriol,C0006674
DB00197,Troglitazone,C0245514
DB00301,Flucloxacillin,C0016267
DB00357,Aminoglutethimide,C0002555
DB00485,Dicloxacillin,C0012093
DB00603,Medroxyprogesterone acetate,C0065864
DB00754,Ethotoin,C0015046
DB00769,Hydrocortamate,C0544368
DB00857,Terbinafine,C0076110
DB00898,Ethanol,C0001962
DB00957,Norgestimate,C0068992
DB01011,Metyrapone,C0025876
DB01201,Rifapentine,C0073372
DB01221,Ketamine,C0022614
DB01352,Aprobarbital,C0051241
DB01609,Deferasirox,C1619629
DB06708,Lumefantrine,C0531104
DB06739,Seratrodast,C0050339
DB08905,Formestane,C0048306
DB08911,Trametinib,C2697961
DB09330,Osimertinib,C4058811
DB12267,Brigatinib,C4287815
DB13952,Estradiol acetate,C1330622
DB13953,Estradiol benzoate,C0167626
DB13954,Estradiol cypionate,C0059610
DB13955,Estradiol dienanthate,C0626260
DB13956,Estradiol valerate,C0059623
DB00776,Oxcarbazepine,C0069751
DB14575,Eslicarbazepine,C2725260
DB00448,Lansoprazole,C0050940
DB01183,Naloxone,C0027358
DB09118,Stiripentol,C0075262
DB11779,Danoprevir,C2973564
DB11730,Ribociclib,C4045494
DB09101,Elvitegravir,C2606637
DB00696,Ergotamine,C0014710
DB11712,Tezacaftor,C4519194
DB00582,Voriconazole,C0393080
DB11641,Vinflunine,C0672663
DB08953,Indalpine,C0063448
DB14019,Fosnetupitant,C4691680
DB00270,Isradipine,C0071304
DB00622,Nicardipine,C0028005
DB01110,Miconazole,C0025942
DB01087,Primaquine,C0033126
DB04832,Zimelidine,C0043479
DB00501,Cimetidine,C0008783
DB01764,Dalfopristin,C0756085
DB09063,Ceritinib,C3818721
DB00778,Roxithromycin,C0035891
DB01173,Orphenadrine,C0029309
DB00818,Propofol,C0033487
DB01128,Bicalutamide,C0285590
DB05928,Dovitinib,C2699806
DB11837,Osilodrostat,C4330903
DB08864,Rilpivirine,C1566826
DB04794,Bifonazole,C0053570
DB00627,Niacin,C0027996
DB00668,Epinephrine,C0014563
DB00752,Tranylcypromine,C0040778
DB01085,Pilocarpine,C0031923
DB01698,Rutin,C0035976
DB02709,Resveratrol,C0073096
DB05814,GPI-1485,C0017759
DB06174,Noscapine,C0028426
DB06458,Remacemide,C0140182
DB06469,Lestaurtinib,C1541677
DB06774,Capsaicin,C0006931
DB08811,Tofisopam,C0076784
DB11198,Peppermint oil,C0070325
DB11805,Saracatinib,C2828242
DB12532,Oxetacaine,C0069758
DB13975,Black cohosh,C0771967
DB00248,Cabergoline,C0107994
DB00353,Methylergometrine,C0025760
DB00759,Tetracycline,C0039644
DB01129,Rabeprazole,C0378482
DB01587,Ketazolam,C0064304
DB05482,7-ethyl-10-hydroxycamptothecin,C0099808
DB12010,Fostamatinib,C2713632
DB13950,WIN 55212-2,C0148782
DB14009,Medical Cannabis,C0813973
DB01093,Dimethyl sulfoxide,C0012403
DB14635,Curcumin sulfate,C0010467
DB00358,Mefloquine,C0025153
DB00845,Clofazimine,C0008996
DB00916,Metronidazole,C0025872
DB00320,Dihydroergotamine,C0012291
DB01023,Felodipine,C0015772
DB00186,Lorazepam,C0024002
DB00191,Phentermine,C0031447
DB00426,Famciclovir,C0209227
DB01411,Pranlukast,C0526058
DB01431,Allylestrenol,C0002158
DB06218,Lacosamide,C0893761
DB09071,Tasimelteon,C1313052
DB09079,Nintedanib,C2930789
DB11094,Vitamin D,C0042866
DB11273,Dihydroergocornine,C0012288
DB11952,Duvelisib,C4079854
DB12141,Gilteritinib,C3896940
DB12515,9-aminocamptothecin,C0214192
DB12952,Methylprednisone,C4519262
DB13345,Dihydroergocristine,C0012289
DB13385,Dihydroergocryptine,C0012290
DB00518,Albendazole,C0001911
DB00220,Nelfinavir,C0525005
DB00780,Phenelzine,C0031392
DB02520,Ditiocarb,C0012194
DB06731,Seproxetine,C2699289
DB11574,Elbasvir,C4080052
DB06654,Safinamide,C1098261
DB06730,Gestodene,C0061246
DB11703,Acalabrutinib,C4078312
DB00224,Indinavir,C0376637
DB00250,Dapsone,C0010980
DB00499,Flutamide,C0016384
DB00822,Disulfiram,C0012772
DB00962,Zaleplon,C0251504
DB01058,Praziquantel,C0032911
DB01126,Dutasteride,C0754659
DB01216,Finasteride,C0060389
DB01218,Halofantrine,C0120726
DB06176,Romidepsin,C1527027
DB06267,Udenafil,C1742789
DB06335,Saxagliptin,C1611934
DB06605,Apixaban,C1831808
DB06626,Axitinib,C1700874
DB06652,Vicriviroc,C1452204
DB06789,Hydroxyprogesterone caproate,C0044971
DB09256,Tegafur,C0016778
DB11737,Icotinib,C2604307
DB12130,Lorlatinib,C4080091
DB12301,Doravirine,C4045491
DB12483,Copanlisib,C4049141
DB00783,Estradiol,C0014912
DB00246,Ziprasidone,C0380393
DB00717,Norethisterone,C0028356
DB00829,Diazepam,C0012010
DB01062,Oxybutynin,C0069805
DB01054,Nitrendipine,C0028127
DB01103,Quinacrine,C0034403
DB00401,Nisoldipine,C0028116
DB00802,Alfentanil,C0002026
DB00882,Clomifene,C0009008
DB08930,Dolutegravir,C3253985
DB08934,Sofosbuvir,C2976303
DB09161,Technetium Tc-99m sestamibi,C0162680
DB09296,Ombitasvir,C3852670
DB11995,Avatrombopag,C3886460
DB12455,Omadacycline,C2983838
DB12836,Grapiprant,C4278621
DB13007,Enfortumab vedotin,C4519740
DB00950,Fexofenadine,C0296800
DB00295,Morphine,C0026549
DB01261,Sitagliptin,C1565750
DB05039,Indacaterol,C1722260
DB06670,Odanacatib,C2351970
DB11362,Selexipag,C2000145
DB11575,Grazoprevir,C4080053
DB14723,Larotrectinib,C4524315
DB00437,Allopurinol,C0002144
DB12147,Erdafitinib,C4519323
DB11732,Lasmiditan,C4519199
DB00646,Nystatin,C0028741
DB09237,Levamlodipine,C2717539
DB01137,Levofloxacin,C0282386
DB01264,Darunavir,C1435444
DB00608,Chloroquine,C0008269
DB00502,Haloperidol,C0018546
DB11791,Capmatinib,C4053698
DB00104,Octreotide,C0028833
DB11932,Abametapir,C4519258
DB15762,Satralizumab,C4726732
DB14845,Filgotinib,C4310256
DB00092,Alefacept,C0962603
DB00095,Efalizumab,C1174995
DB00098,Antithymocyte immunoglobulin (rabbit),C0359156
DB00213,Pantoprazole,C0081876
DB00585,Nizatidine,C0085154
DB00863,Ranitidine,C0034665
DB00940,Methantheline,C0025624
DB01370,Aluminium,C0002367
DB01377,Magnesium oxide,C0024477
DB01390,Sodium bicarbonate,C0074722
DB05351,Dexlansoprazole,C2348248
DB06723,Aluminum hydroxide,C0002371
DB06724,Calcium carbonate,C0006675
DB08805,Metiamide,C0025845
DB08806,Roxatidine acetate,C0378091
DB08938,Magaldrate,C0065512
DB09104,Magnesium hydroxide,C0024476
DB09281,Magnesium trisilicate,C0065533
DB09481,Magnesium carbonate,C0024467
DB12770,Lafutidine,C0172827
DB12884,Lavoltidine,C4519236
DB13209,Bismuth subnitrate,C0005642
DB13249,Magnesium silicate,C0851342
DB13280,Aluminium acetoacetate,C3652633
DB13322,Hydrotalcite,C0063105
DB13486,Magnesium peroxide,C0771691
DB13595,Almasilate,C0051515
DB13626,Aluminium glycinate,C0304541
DB13650,Aloglutamol,C0051252
DB13760,Niperotidine,C0650638
DB13762,Dexrabeprazole,C3661450
DB13829,Calcium silicate,C0054483
DB14048,Sodium zirconium cyclosilicate,C4045824
DB14517,Aluminium phosphate,C0051519
DB15246,Salvianolic acid A,C3252265
DB00521,Carteolol,C0007299
DB01210,Levobunolol,C0006388
DB01214,Metipranolol,C0041030
DB13746,Bioallethrin,C0053618
DB08877,Ruxolitinib,C2931926
DB00105,Interferon alfa-2b,C0021735
DB00108,Natalizumab,C1172734
DB00111,Daclizumab,C0663182
DB00112,Bevacizumab,C0796392
DB00115,Cyanocobalamin,C0042845
DB00116,Tetrahydrofolic acid,C0048898
DB08898,Glucarpidase,C0007072
DB00118,Ademetionine,C0036002
DB00120,Phenylalanine,C0031453
DB00122,Choline,C0008405
DB00280,Disopyramide,C0012702
DB00345,Aminohippuric acid,C0030123
DB00365,Grepafloxacin,C0287721
DB00440,Trimethoprim,C0041041
DB00458,Imipramine,C0020934
DB00536,Guanidine,C0120446
DB00555,Lamotrigine,C0064636
DB00690,Flurazepam,C0016375
DB00908,Quinidine,C0034414
DB00914,Phenformin,C0031404
DB00917,Dinoprostone,C0012472
DB00925,Phenoxybenzamine,C0031441
DB00927,Famotidine,C0015620
DB00938,Salmeterol,C0073992
DB01032,Probenecid,C0033209
DB01075,Diphenhydramine,C0012522
DB01151,Desipramine,C0011685
DB01580,Oxprenolol,C0030040
DB03034,D-Levofloxacin,C0282386
DB04855,Dronedarone,C0766326
DB05383,Pimagedine,C0282774
DB06608,Tafenoquine,C0903411
DB11652,Tucatinib,C4519167
DB11817,Baricitinib,C4044947
DB00269,Chlorotrianisene,C0008275
DB00890,Dienestrol,C0012145
DB09369,Polyestradiol phosphate,C0071554
DB01357,Mestranol,C0025506
DB04575,Quinestrol,C0034410
DB07931,Hexestrol,C0019467
DB09317,"Synthetic Conjugated Estrogens, A",C0795604
DB09318,"Synthetic Conjugated Estrogens, B",C1699236
DB11478,Zeranol,C0043465
DB11674,Equol,C0059497
DB13386,Epimestrol,C0014561
DB09070,Tibolone,C0076660
DB12487,Promestriene,C0072151
DB13143,Methallenestril,C0066078
DB13418,Moxestrol,C0066834
DB09381,Esterified estrogens,C0717752
DB04574,Estrone sulfate,C0059668
DB15334,Biochanin A,C0053622
DB15335,Formononetin,C0060656
DB00286,Conjugated estrogens,C0014938
DB04573,Estriol,C0014927
DB11057,Mineral oil,C0026156
DB00549,Zafirlukast,C0378466
DB06119,Cenobamate,C4550368
DB00142,Glutamic acid,C0061472
DB00146,Calcifediol,C0006657
DB00152,Thiamine,C0039840
DB00153,Ergocalciferol,C0014695
DB00158,Folic acid,C0016410
DB00398,Sorafenib,C1516119
DB00470,Dronabinol,C0039663
DB00530,Erlotinib,C1135135
DB00966,Telmisartan,C0248719
DB01051,Novobiocin,C0028458
DB01094,Hesperetin,C0062585
DB01232,Saquinavir,C0286738
DB01234,Dexamethasone,C0011777
DB01254,Dasatinib,C1455147
DB01268,Sunitinib,C1176020
